Route_ID,State,Zone_ID,Route_Source,Patrol_Type,Risk_Level,Hotspot_Score,Crime_Count,Patrol_Date,Patrol_Shift,Start_Hour,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Total_Checkpoints,Route_Checkpoints,Distance_KM,Estimated_Duration_Minutes,Assigned_Officers,Vehicle_Type,Route_Status
ROUTE003035,Tamil Nadu,Zone_24,AI Predicted,Crime Prevention Patrol,HIGH,50.88,97,2027-01-03,Morning,6,13.062445,80.246815,13.021787,80.255524,8,"[{""checkpoint"": 1, ""latitude"": 13.062445, ""longitude"": 80.246815}, {""checkpoint"": 2, ""latitude"": 13.056684, ""longitude"": 80.252852}, {""checkpoint"": 3, ""latitude"": 13.055145, ""longitude"": 80.252976}, {""checkpoint"": 4, ""latitude"": 13.040726, ""longitude"": 80.246298}, {""checkpoint"": 5, ""latitude"": 13.038292, ""longitude"": 80.241827}, {""checkpoint"": 6, ""latitude"": 13.027071, ""longitude"": 80.253011}, {""checkpoint"": 7, ""latitude"": 13.024632, ""longitude"": 80.245422}, {""checkpoint"": 8, ""latitude"": 13.021787, ""longitude"": 80.255524}]",4.65,8,5,Police Jeep,Scheduled
ROUTE003036,Tamil Nadu,Zone_2,Historical,High-Risk Patrol,HIGH,52.96,100,2027-07-12,Night,0,13.075185,80.286303,13.092382,80.31274,7,"[{""checkpoint"": 1, ""latitude"": 13.075185, ""longitude"": 80.286303}, {""checkpoint"": 2, ""latitude"": 13.067535, ""longitude"": 80.29814}, {""checkpoint"": 3, ""latitude"": 13.066082, ""longitude"": 80.308894}, {""checkpoint"": 4, ""latitude"": 13.057232, ""longitude"": 80.306727}, {""checkpoint"": 5, ""latitude"": 13.071641, ""longitude"": 80.301238}, {""checkpoint"": 6, ""latitude"": 13.086168, ""longitude"": 80.304944}, {""checkpoint"": 7, ""latitude"": 13.092382, ""longitude"": 80.31274}]",14.66,24,4,Police Jeep,In Progress
ROUTE003037,Tamil Nadu,Zone_29,AI Predicted,Preventive Patrol,MEDIUM,49.03,94,2027-06-13,Night,20,13.072416,80.250217,13.031148,80.238799,5,"[{""checkpoint"": 1, ""latitude"": 13.072416, ""longitude"": 80.250217}, {""checkpoint"": 2, ""latitude"": 13.065942, ""longitude"": 80.256335}, {""checkpoint"": 3, ""latitude"": 13.055553, ""longitude"": 80.241993}, {""checkpoint"": 4, ""latitude"": 13.043163, ""longitude"": 80.241453}, {""checkpoint"": 5, ""latitude"": 13.031148, ""longitude"": 80.238799}]",14.35,24,4,Police Motorcycle,Scheduled
ROUTE003038,Tamil Nadu,Zone_28,AI Predicted,High-Risk Patrol,HIGH,65.48,109,2027-03-06,Morning,6,13.064352,80.286478,13.0989,80.305704,7,"[{""checkpoint"": 1, ""latitude"": 13.064352, ""longitude"": 80.286478}, {""checkpoint"": 2, ""latitude"": 13.049807, ""longitude"": 80.292382}, {""checkpoint"": 3, ""latitude"": 13.063304, ""longitude"": 80.303945}, {""checkpoint"": 4, ""latitude"": 13.075031, ""longitude"": 80.299601}, {""checkpoint"": 5, ""latitude"": 13.086846, ""longitude"": 80.304314}, {""checkpoint"": 6, ""latitude"": 13.096449, ""longitude"": 80.302399}, {""checkpoint"": 7, ""latitude"": 13.0989, ""longitude"": 80.305704}]",15.73,31,6,Police Jeep,Completed
ROUTE003039,Tamil Nadu,Zone_22,Historical,Rapid Response Patrol,CRITICAL,80.16,118,2027-02-05,Morning,6,13.091733,80.305487,13.063887,80.306373,5,"[{""checkpoint"": 1, ""latitude"": 13.091733, ""longitude"": 80.305487}, {""checkpoint"": 2, ""latitude"": 13.080173, ""longitude"": 80.29907}, {""checkpoint"": 3, ""latitude"": 13.073748, ""longitude"": 80.298349}, {""checkpoint"": 4, ""latitude"": 13.077146, ""longitude"": 80.309928}, {""checkpoint"": 5, ""latitude"": 13.063887, ""longitude"": 80.306373}]",8.16,13,8,Police SUV,Cancelled
ROUTE003040,Tamil Nadu,Zone_32,Historical,High-Risk Patrol,HIGH,50.97,97,2027-03-23,Evening,16,13.107189,80.291792,13.069374,80.256036,8,"[{""checkpoint"": 1, ""latitude"": 13.107189, ""longitude"": 80.291792}, {""checkpoint"": 2, ""latitude"": 13.096752, ""longitude"": 80.282992}, {""checkpoint"": 3, ""latitude"": 13.105408, ""longitude"": 80.2807}, {""checkpoint"": 4, ""latitude"": 13.095557, ""longitude"": 80.281304}, {""checkpoint"": 5, ""latitude"": 13.081663, ""longitude"": 80.273895}, {""checkpoint"": 6, ""latitude"": 13.072622, ""longitude"": 80.27655}, {""checkpoint"": 7, ""latitude"": 13.058527, ""longitude"": 80.267984}, {""checkpoint"": 8, ""latitude"": 13.069374, ""longitude"": 80.256036}]",20.37,47,5,Police Jeep,Scheduled
ROUTE003041,Tamil Nadu,Zone_34,AI Predicted,High-Risk Patrol,HIGH,61.74,104,2027-06-10,Night,2,13.048569,80.234389,13.081957,80.221164,5,"[{""checkpoint"": 1, ""latitude"": 13.048569, ""longitude"": 80.234389}, {""checkpoint"": 2, ""latitude"": 13.055896, ""longitude"": 80.222344}, {""checkpoint"": 3, ""latitude"": 13.065478, ""longitude"": 80.215703}, {""checkpoint"": 4, ""latitude"": 13.072581, ""longitude"": 80.216717}, {""checkpoint"": 5, ""latitude"": 13.081957, ""longitude"": 80.221164}]",18.85,45,4,Police Jeep,Scheduled
ROUTE003042,Tamil Nadu,Zone_35,AI Predicted,Crime Prevention Patrol,HIGH,50.44,96,2027-04-08,Morning,8,13.117345,80.262863,13.10685,80.236403,4,"[{""checkpoint"": 1, ""latitude"": 13.117345, ""longitude"": 80.262863}, {""checkpoint"": 2, ""latitude"": 13.119717, ""longitude"": 80.248194}, {""checkpoint"": 3, ""latitude"": 13.116388, ""longitude"": 80.240584}, {""checkpoint"": 4, ""latitude"": 13.10685, ""longitude"": 80.236403}]",22.96,37,5,Police SUV,Cancelled
ROUTE003043,Tamil Nadu,Zone_28,Historical,Crime Prevention Patrol,HIGH,65.48,109,2027-01-18,Evening,16,13.064806,80.293115,13.032506,80.293728,8,"[{""checkpoint"": 1, ""latitude"": 13.064806, ""longitude"": 80.293115}, {""checkpoint"": 2, ""latitude"": 13.053717, ""longitude"": 80.303648}, {""checkpoint"": 3, ""latitude"": 13.04507, ""longitude"": 80.291241}, {""checkpoint"": 4, ""latitude"": 13.059798, ""longitude"": 80.284849}, {""checkpoint"": 5, ""latitude"": 13.051574, ""longitude"": 80.276384}, {""checkpoint"": 6, ""latitude"": 13.040969, ""longitude"": 80.280688}, {""checkpoint"": 7, ""latitude"": 13.029895, ""longitude"": 80.288309}, {""checkpoint"": 8, ""latitude"": 13.032506, ""longitude"": 80.293728}]",13.01,27,6,Police Jeep,Completed
ROUTE003044,Tamil Nadu,Zone_45,Historical,Preventive Patrol,MEDIUM,39.85,90,2027-06-14,Evening,16,13.104553,80.248406,13.090003,80.239912,4,"[{""checkpoint"": 1, ""latitude"": 13.104553, ""longitude"": 80.248406}, {""checkpoint"": 2, ""latitude"": 13.090231, ""longitude"": 80.244667}, {""checkpoint"": 3, ""latitude"": 13.090314, ""longitude"": 80.237679}, {""checkpoint"": 4, ""latitude"": 13.090003, ""longitude"": 80.239912}]",14.63,22,3,Police Motorcycle,Cancelled
ROUTE003045,Tamil Nadu,Zone_43,Historical,Crime Prevention Patrol,HIGH,56.51,100,2026-08-24,Evening,18,13.088969,80.244593,13.085348,80.245341,8,"[{""checkpoint"": 1, ""latitude"": 13.088969, ""longitude"": 80.244593}, {""checkpoint"": 2, ""latitude"": 13.074421, ""longitude"": 80.25162}, {""checkpoint"": 3, ""latitude"": 13.073772, ""longitude"": 80.259211}, {""checkpoint"": 4, ""latitude"": 13.071608, ""longitude"": 80.256402}, {""checkpoint"": 5, ""latitude"": 13.066081, ""longitude"": 80.251741}, {""checkpoint"": 6, ""latitude"": 13.071072, ""longitude"": 80.256738}, {""checkpoint"": 7, ""latitude"": 13.081293, ""longitude"": 80.249846}, {""checkpoint"": 8, ""latitude"": 13.085348, ""longitude"": 80.245341}]",23.06,38,5,Police SUV,Completed
ROUTE003046,Tamil Nadu,Zone_13,AI Predicted,Preventive Patrol,MEDIUM,40.15,91,2027-07-20,Night,22,13.0824,80.27476,13.098541,80.289454,5,"[{""checkpoint"": 1, ""latitude"": 13.0824, ""longitude"": 80.27476}, {""checkpoint"": 2, ""latitude"": 13.073341, ""longitude"": 80.267816}, {""checkpoint"": 3, ""latitude"": 13.085311, ""longitude"": 80.278859}, {""checkpoint"": 4, ""latitude"": 13.091826, ""longitude"": 80.283167}, {""checkpoint"": 5, ""latitude"": 13.098541, ""longitude"": 80.289454}]",8.34,19,4,Police Car,Completed
ROUTE003047,Tamil Nadu,Zone_1,AI Predicted,Routine Patrol,MEDIUM,46.68,95,2027-06-21,Night,20,13.086248,80.290443,13.1096,80.300266,8,"[{""checkpoint"": 1, ""latitude"": 13.086248, ""longitude"": 80.290443}, {""checkpoint"": 2, ""latitude"": 13.088501, ""longitude"": 80.294632}, {""checkpoint"": 3, ""latitude"": 13.092695, ""longitude"": 80.301323}, {""checkpoint"": 4, ""latitude"": 13.080461, ""longitude"": 80.291808}, {""checkpoint"": 5, ""latitude"": 13.093462, ""longitude"": 80.295168}, {""checkpoint"": 6, ""latitude"": 13.105516, ""longitude"": 80.308142}, {""checkpoint"": 7, ""latitude"": 13.106016, ""longitude"": 80.309893}, {""checkpoint"": 8, ""latitude"": 13.1096, ""longitude"": 80.300266}]",14.45,20,2,Police Car,Completed
ROUTE003048,Tamil Nadu,Zone_31,AI Predicted,High-Risk Patrol,HIGH,58.94,102,2026-09-21,Night,2,13.056821,80.240289,13.054284,80.231794,4,"[{""checkpoint"": 1, ""latitude"": 13.056821, ""longitude"": 80.240289}, {""checkpoint"": 2, ""latitude"": 13.064477, ""longitude"": 80.228633}, {""checkpoint"": 3, ""latitude"": 13.062034, ""longitude"": 80.230198}, {""checkpoint"": 4, ""latitude"": 13.054284, ""longitude"": 80.231794}]",15.31,23,4,Police SUV,Completed
ROUTE003049,Tamil Nadu,Zone_42,AI Predicted,Routine Patrol,MEDIUM,40.76,91,2026-10-28,Morning,8,13.127326,80.250343,13.121129,80.269194,4,"[{""checkpoint"": 1, ""latitude"": 13.127326, ""longitude"": 80.250343}, {""checkpoint"": 2, ""latitude"": 13.128314, ""longitude"": 80.252958}, {""checkpoint"": 3, ""latitude"": 13.114584, ""longitude"": 80.255773}, {""checkpoint"": 4, ""latitude"": 13.121129, ""longitude"": 80.269194}]",6.12,11,3,Police Car,In Progress
ROUTE003050,Tamil Nadu,Zone_25,AI Predicted,Routine Patrol,MEDIUM,35.25,87,2027-03-15,Evening,16,13.067581,80.242739,13.086754,80.232907,5,"[{""checkpoint"": 1, ""latitude"": 13.067581, ""longitude"": 80.242739}, {""checkpoint"": 2, ""latitude"": 13.059478, ""longitude"": 80.244259}, {""checkpoint"": 3, ""latitude"": 13.073601, ""longitude"": 80.231002}, {""checkpoint"": 4, ""latitude"": 13.075408, ""longitude"": 80.230483}, {""checkpoint"": 5, ""latitude"": 13.086754, ""longitude"": 80.232907}]",23.93,32,4,Police Car,In Progress
ROUTE003051,Tamil Nadu,Zone_36,Historical,High-Risk Patrol,HIGH,65.16,106,2027-04-27,Morning,6,13.050003,80.283746,13.080252,80.291338,8,"[{""checkpoint"": 1, ""latitude"": 13.050003, ""longitude"": 80.283746}, {""checkpoint"": 2, ""latitude"": 13.064163, ""longitude"": 80.296228}, {""checkpoint"": 3, ""latitude"": 13.05427, ""longitude"": 80.297998}, {""checkpoint"": 4, ""latitude"": 13.042755, ""longitude"": 80.30002}, {""checkpoint"": 5, ""latitude"": 13.051483, ""longitude"": 80.300028}, {""checkpoint"": 6, ""latitude"": 13.064433, ""longitude"": 80.307198}, {""checkpoint"": 7, ""latitude"": 13.0774, ""longitude"": 80.298933}, {""checkpoint"": 8, ""latitude"": 13.080252, ""longitude"": 80.291338}]",7.57,10,4,Police SUV,In Progress
ROUTE003052,Tamil Nadu,Zone_55,Historical,High-Risk Patrol,HIGH,51.24,98,2027-03-10,Night,2,13.075931,80.273884,13.070573,80.261299,4,"[{""checkpoint"": 1, ""latitude"": 13.075931, ""longitude"": 80.273884}, {""checkpoint"": 2, ""latitude"": 13.087348, ""longitude"": 80.269613}, {""checkpoint"": 3, ""latitude"": 13.077739, ""longitude"": 80.276086}, {""checkpoint"": 4, ""latitude"": 13.070573, ""longitude"": 80.261299}]",23.22,46,5,Police SUV,Scheduled
ROUTE003053,Tamil Nadu,Zone_39,Historical,Crime Prevention Patrol,HIGH,54.87,98,2027-02-27,Evening,18,13.096573,80.259409,13.113261,80.268135,8,"[{""checkpoint"": 1, ""latitude"": 13.096573, ""longitude"": 80.259409}, {""checkpoint"": 2, ""latitude"": 13.104769, ""longitude"": 80.256475}, {""checkpoint"": 3, ""latitude"": 13.112555, ""longitude"": 80.248284}, {""checkpoint"": 4, ""latitude"": 13.114139, ""longitude"": 80.24802}, {""checkpoint"": 5, ""latitude"": 13.102973, ""longitude"": 80.259193}, {""checkpoint"": 6, ""latitude"": 13.106595, ""longitude"": 80.269728}, {""checkpoint"": 7, ""latitude"": 13.108572, ""longitude"": 80.277196}, {""checkpoint"": 8, ""latitude"": 13.113261, ""longitude"": 80.268135}]",20.32,41,5,Police Jeep,Cancelled
ROUTE003054,Tamil Nadu,Zone_30,AI Predicted,Crime Prevention Patrol,HIGH,70.36,111,2027-01-31,Night,22,13.071892,80.274414,13.029474,80.317656,8,"[{""checkpoint"": 1, ""latitude"": 13.071892, ""longitude"": 80.274414}, {""checkpoint"": 2, ""latitude"": 13.071401, ""longitude"": 80.271804}, {""checkpoint"": 3, ""latitude"": 13.058437, ""longitude"": 80.286365}, {""checkpoint"": 4, ""latitude"": 13.047607, ""longitude"": 80.296}, {""checkpoint"": 5, ""latitude"": 13.036033, ""longitude"": 80.295848}, {""checkpoint"": 6, ""latitude"": 13.030967, ""longitude"": 80.310103}, {""checkpoint"": 7, ""latitude"": 13.023235, ""longitude"": 80.313772}, {""checkpoint"": 8, ""latitude"": 13.029474, ""longitude"": 80.317656}]",19.3,39,6,Police SUV,Completed
ROUTE003055,Tamil Nadu,Zone_39,AI Predicted,High-Risk Patrol,HIGH,54.87,98,2026-09-04,Night,22,13.075877,80.240329,13.073118,80.229417,4,"[{""checkpoint"": 1, ""latitude"": 13.075877, ""longitude"": 80.240329}, {""checkpoint"": 2, ""latitude"": 13.088462, ""longitude"": 80.241879}, {""checkpoint"": 3, ""latitude"": 13.086584, ""longitude"": 80.244135}, {""checkpoint"": 4, ""latitude"": 13.073118, ""longitude"": 80.229417}]",23.76,53,5,Police SUV,Scheduled
ROUTE003056,Tamil Nadu,Zone_5,AI Predicted,Routine Patrol,MEDIUM,30.72,82,2026-10-04,Evening,16,13.093345,80.270493,13.095101,80.228921,8,"[{""checkpoint"": 1, ""latitude"": 13.093345, ""longitude"": 80.270493}, {""checkpoint"": 2, ""latitude"": 13.087645, ""longitude"": 80.261482}, {""checkpoint"": 3, ""latitude"": 13.099934, ""longitude"": 80.249099}, {""checkpoint"": 4, ""latitude"": 13.108949, ""longitude"": 80.25145}, {""checkpoint"": 5, ""latitude"": 13.099774, ""longitude"": 80.23969}, {""checkpoint"": 6, ""latitude"": 13.095197, ""longitude"": 80.25337}, {""checkpoint"": 7, ""latitude"": 13.110088, ""longitude"": 80.243042}, {""checkpoint"": 8, ""latitude"": 13.095101, ""longitude"": 80.228921}]",24.59,49,3,Police Motorcycle,Completed
ROUTE003057,Tamil Nadu,Zone_14,Historical,High-Risk Patrol,HIGH,61.11,104,2026-09-15,Night,0,13.092639,80.27866,13.115122,80.2732,5,"[{""checkpoint"": 1, ""latitude"": 13.092639, ""longitude"": 80.27866}, {""checkpoint"": 2, ""latitude"": 13.093182, ""longitude"": 80.264138}, {""checkpoint"": 3, ""latitude"": 13.093997, ""longitude"": 80.266716}, {""checkpoint"": 4, ""latitude"": 13.10671, ""longitude"": 80.261168}, {""checkpoint"": 5, ""latitude"": 13.115122, ""longitude"": 80.2732}]",15.72,21,5,Police Jeep,Scheduled
ROUTE003058,Tamil Nadu,Zone_11,Historical,Preventive Patrol,MEDIUM,45.03,93,2027-01-14,Night,22,13.054926,80.248868,13.086323,80.241762,4,"[{""checkpoint"": 1, ""latitude"": 13.054926, ""longitude"": 80.248868}, {""checkpoint"": 2, ""latitude"": 13.062143, ""longitude"": 80.243948}, {""checkpoint"": 3, ""latitude"": 13.07535, ""longitude"": 80.23595}, {""checkpoint"": 4, ""latitude"": 13.086323, ""longitude"": 80.241762}]",10.9,15,4,Police Car,In Progress
ROUTE003059,Tamil Nadu,Zone_26,AI Predicted,General Patrol,LOW,18.62,76,2027-07-04,Night,2,13.055552,80.267375,13.054165,80.235443,5,"[{""checkpoint"": 1, ""latitude"": 13.055552, ""longitude"": 80.267375}, {""checkpoint"": 2, ""latitude"": 13.065994, ""longitude"": 80.25685}, {""checkpoint"": 3, ""latitude"": 13.063043, ""longitude"": 80.245276}, {""checkpoint"": 4, ""latitude"": 13.067746, ""longitude"": 80.244037}, {""checkpoint"": 5, ""latitude"": 13.054165, ""longitude"": 80.235443}]",21.96,31,2,Police Car,Cancelled
ROUTE003060,Tamil Nadu,Zone_52,Historical,High-Risk Patrol,HIGH,51.81,98,2027-06-29,Night,0,13.074601,80.248005,13.072953,80.202589,8,"[{""checkpoint"": 1, ""latitude"": 13.074601, ""longitude"": 80.248005}, {""checkpoint"": 2, ""latitude"": 13.079993, ""longitude"": 80.257175}, {""checkpoint"": 3, ""latitude"": 13.088426, ""longitude"": 80.248766}, {""checkpoint"": 4, ""latitude"": 13.096922, ""longitude"": 80.236649}, {""checkpoint"": 5, ""latitude"": 13.08279, ""longitude"": 80.229353}, {""checkpoint"": 6, ""latitude"": 13.078697, ""longitude"": 80.224415}, {""checkpoint"": 7, ""latitude"": 13.075531, ""longitude"": 80.210549}, {""checkpoint"": 8, ""latitude"": 13.072953, ""longitude"": 80.202589}]",20.26,31,4,Police SUV,Completed
ROUTE003061,Tamil Nadu,Zone_8,AI Predicted,Crime Prevention Patrol,HIGH,55.86,100,2026-12-06,Evening,18,13.064272,80.276246,13.037127,80.305329,4,"[{""checkpoint"": 1, ""latitude"": 13.064272, ""longitude"": 80.276246}, {""checkpoint"": 2, ""latitude"": 13.059885, ""longitude"": 80.287255}, {""checkpoint"": 3, ""latitude"": 13.050237, ""longitude"": 80.298915}, {""checkpoint"": 4, ""latitude"": 13.037127, ""longitude"": 80.305329}]",4.42,9,5,Police SUV,Cancelled
ROUTE003062,Tamil Nadu,Zone_32,Historical,Crime Prevention Patrol,HIGH,50.97,97,2026-12-19,Night,20,13.099895,80.296307,13.079203,80.291267,5,"[{""checkpoint"": 1, ""latitude"": 13.099895, ""longitude"": 80.296307}, {""checkpoint"": 2, ""latitude"": 13.111657, ""longitude"": 80.284858}, {""checkpoint"": 3, ""latitude"": 13.099745, ""longitude"": 80.295767}, {""checkpoint"": 4, ""latitude"": 13.089452, ""longitude"": 80.290201}, {""checkpoint"": 5, ""latitude"": 13.079203, ""longitude"": 80.291267}]",9.45,19,5,Police SUV,Scheduled
ROUTE003063,Tamil Nadu,Zone_35,AI Predicted,Crime Prevention Patrol,HIGH,50.44,96,2026-11-19,Morning,6,13.121522,80.255436,13.13637,80.238366,5,"[{""checkpoint"": 1, ""latitude"": 13.121522, ""longitude"": 80.255436}, {""checkpoint"": 2, ""latitude"": 13.132109, ""longitude"": 80.251233}, {""checkpoint"": 3, ""latitude"": 13.129028, ""longitude"": 80.237327}, {""checkpoint"": 4, ""latitude"": 13.135258, ""longitude"": 80.237007}, {""checkpoint"": 5, ""latitude"": 13.13637, ""longitude"": 80.238366}]",5.9,18,6,Police Jeep,In Progress
ROUTE003064,Tamil Nadu,Zone_29,AI Predicted,Preventive Patrol,MEDIUM,49.03,94,2026-10-18,Evening,18,13.054193,80.275774,13.063351,80.276603,6,"[{""checkpoint"": 1, ""latitude"": 13.054193, ""longitude"": 80.275774}, {""checkpoint"": 2, ""latitude"": 13.062465, ""longitude"": 80.276556}, {""checkpoint"": 3, ""latitude"": 13.075074, ""longitude"": 80.282557}, {""checkpoint"": 4, ""latitude"": 13.069982, ""longitude"": 80.283128}, {""checkpoint"": 5, ""latitude"": 13.056227, ""longitude"": 80.270121}, {""checkpoint"": 6, ""latitude"": 13.063351, ""longitude"": 80.276603}]",16.92,51,3,Police Motorcycle,Cancelled
ROUTE003065,Tamil Nadu,Zone_24,AI Predicted,Crime Prevention Patrol,HIGH,50.88,97,2027-06-30,Night,0,13.071396,80.258682,13.083121,80.254683,5,"[{""checkpoint"": 1, ""latitude"": 13.071396, ""longitude"": 80.258682}, {""checkpoint"": 2, ""latitude"": 13.060736, ""longitude"": 80.258517}, {""checkpoint"": 3, ""latitude"": 13.062773, ""longitude"": 80.25344}, {""checkpoint"": 4, ""latitude"": 13.072015, ""longitude"": 80.260044}, {""checkpoint"": 5, ""latitude"": 13.083121, ""longitude"": 80.254683}]",23.51,47,6,Police Jeep,Cancelled
ROUTE003066,Tamil Nadu,Zone_52,AI Predicted,Crime Prevention Patrol,HIGH,51.81,98,2026-08-08,Morning,8,13.048334,80.268127,13.06447,80.273689,4,"[{""checkpoint"": 1, ""latitude"": 13.048334, ""longitude"": 80.268127}, {""checkpoint"": 2, ""latitude"": 13.055083, ""longitude"": 80.272033}, {""checkpoint"": 3, ""latitude"": 13.056821, ""longitude"": 80.260728}, {""checkpoint"": 4, ""latitude"": 13.06447, ""longitude"": 80.273689}]",15.53,21,4,Police SUV,In Progress
ROUTE003067,Tamil Nadu,Zone_33,Historical,Routine Patrol,MEDIUM,43.03,91,2027-01-16,Night,20,13.08193,80.275998,13.061661,80.265923,5,"[{""checkpoint"": 1, ""latitude"": 13.08193, ""longitude"": 80.275998}, {""checkpoint"": 2, ""latitude"": 13.079598, ""longitude"": 80.282972}, {""checkpoint"": 3, ""latitude"": 13.078635, ""longitude"": 80.270536}, {""checkpoint"": 4, ""latitude"": 13.067884, ""longitude"": 80.255959}, {""checkpoint"": 5, ""latitude"": 13.061661, ""longitude"": 80.265923}]",17.27,25,2,Police Car,In Progress
ROUTE003068,Tamil Nadu,Zone_55,Historical,High-Risk Patrol,HIGH,51.24,98,2027-07-25,Night,2,13.091334,80.270031,13.120471,80.270764,7,"[{""checkpoint"": 1, ""latitude"": 13.091334, ""longitude"": 80.270031}, {""checkpoint"": 2, ""latitude"": 13.083032, ""longitude"": 80.266046}, {""checkpoint"": 3, ""latitude"": 13.092061, ""longitude"": 80.265956}, {""checkpoint"": 4, ""latitude"": 13.097869, ""longitude"": 80.272819}, {""checkpoint"": 5, ""latitude"": 13.09225, ""longitude"": 80.268792}, {""checkpoint"": 6, ""latitude"": 13.106569, ""longitude"": 80.267615}, {""checkpoint"": 7, ""latitude"": 13.120471, ""longitude"": 80.270764}]",6.14,12,6,Police Jeep,Cancelled
ROUTE003069,Tamil Nadu,Zone_51,Historical,High-Risk Patrol,HIGH,52.03,97,2027-04-23,Morning,6,13.068908,80.247326,13.068896,80.233351,6,"[{""checkpoint"": 1, ""latitude"": 13.068908, ""longitude"": 80.247326}, {""checkpoint"": 2, ""latitude"": 13.061435, ""longitude"": 80.255957}, {""checkpoint"": 3, ""latitude"": 13.068082, ""longitude"": 80.252908}, {""checkpoint"": 4, ""latitude"": 13.054285, ""longitude"": 80.245219}, {""checkpoint"": 5, ""latitude"": 13.067287, ""longitude"": 80.244148}, {""checkpoint"": 6, ""latitude"": 13.068896, ""longitude"": 80.233351}]",11.07,30,4,Police Jeep,Cancelled
ROUTE003070,Tamil Nadu,Zone_42,AI Predicted,Preventive Patrol,MEDIUM,40.76,91,2026-12-03,Morning,6,13.116885,80.268322,13.126456,80.272551,8,"[{""checkpoint"": 1, ""latitude"": 13.116885, ""longitude"": 80.268322}, {""checkpoint"": 2, ""latitude"": 13.116018, ""longitude"": 80.270789}, {""checkpoint"": 3, ""latitude"": 13.124674, ""longitude"": 80.272869}, {""checkpoint"": 4, ""latitude"": 13.120726, ""longitude"": 80.279942}, {""checkpoint"": 5, ""latitude"": 13.122202, ""longitude"": 80.269182}, {""checkpoint"": 6, ""latitude"": 13.111291, ""longitude"": 80.268816}, {""checkpoint"": 7, ""latitude"": 13.113843, ""longitude"": 80.275566}, {""checkpoint"": 8, ""latitude"": 13.126456, ""longitude"": 80.272551}]",11.19,17,2,Police Car,Cancelled
ROUTE003071,Tamil Nadu,Zone_5,Historical,Routine Patrol,MEDIUM,30.72,82,2026-10-24,Evening,16,13.10478,80.273104,13.096541,80.308379,4,"[{""checkpoint"": 1, ""latitude"": 13.10478, ""longitude"": 80.273104}, {""checkpoint"": 2, ""latitude"": 13.097283, ""longitude"": 80.284064}, {""checkpoint"": 3, ""latitude"": 13.101132, ""longitude"": 80.295582}, {""checkpoint"": 4, ""latitude"": 13.096541, ""longitude"": 80.308379}]",21.58,42,4,Police Car,Cancelled
ROUTE003072,Tamil Nadu,Zone_55,AI Predicted,Crime Prevention Patrol,HIGH,51.24,98,2027-05-16,Night,22,13.068027,80.269113,13.047169,80.260475,8,"[{""checkpoint"": 1, ""latitude"": 13.068027, ""longitude"": 80.269113}, {""checkpoint"": 2, ""latitude"": 13.06865, ""longitude"": 80.259776}, {""checkpoint"": 3, ""latitude"": 13.055018, ""longitude"": 80.247567}, {""checkpoint"": 4, ""latitude"": 13.046711, ""longitude"": 80.252378}, {""checkpoint"": 5, ""latitude"": 13.052413, ""longitude"": 80.246757}, {""checkpoint"": 6, ""latitude"": 13.049917, ""longitude"": 80.252314}, {""checkpoint"": 7, ""latitude"": 13.059586, ""longitude"": 80.249921}, {""checkpoint"": 8, ""latitude"": 13.047169, ""longitude"": 80.260475}]",9.73,17,4,Police SUV,In Progress
ROUTE003073,Tamil Nadu,Zone_45,Historical,Routine Patrol,MEDIUM,39.85,90,2027-01-08,Morning,8,13.096441,80.234131,13.119378,80.226805,8,"[{""checkpoint"": 1, ""latitude"": 13.096441, ""longitude"": 80.234131}, {""checkpoint"": 2, ""latitude"": 13.102397, ""longitude"": 80.233131}, {""checkpoint"": 3, ""latitude"": 13.092927, ""longitude"": 80.243562}, {""checkpoint"": 4, ""latitude"": 13.096301, ""longitude"": 80.231238}, {""checkpoint"": 5, ""latitude"": 13.101087, ""longitude"": 80.241124}, {""checkpoint"": 6, ""latitude"": 13.111649, ""longitude"": 80.231411}, {""checkpoint"": 7, ""latitude"": 13.124209, ""longitude"": 80.226007}, {""checkpoint"": 8, ""latitude"": 13.119378, ""longitude"": 80.226805}]",16.44,30,4,Police Car,Completed
ROUTE003074,Tamil Nadu,Zone_23,AI Predicted,High-Risk Patrol,HIGH,55.22,101,2026-12-21,Evening,16,13.05871,80.250221,13.029626,80.245701,6,"[{""checkpoint"": 1, ""latitude"": 13.05871, ""longitude"": 80.250221}, {""checkpoint"": 2, ""latitude"": 13.044722, ""longitude"": 80.244346}, {""checkpoint"": 3, ""latitude"": 13.055962, ""longitude"": 80.241395}, {""checkpoint"": 4, ""latitude"": 13.049654, ""longitude"": 80.247115}, {""checkpoint"": 5, ""latitude"": 13.043743, ""longitude"": 80.254773}, {""checkpoint"": 6, ""latitude"": 13.029626, ""longitude"": 80.245701}]",17.59,50,4,Police SUV,Cancelled
